text,label_true,label_pre
”“李天一要求太高，她要求薛振源写一公告，称梦鸽没有参与涉嫌强奸这个事，薛振源不愿写，压力很大”，薛,父母,父母
-简介王义夫王威暘，女，我国著名射击运动员王威暘的女儿，就读于清华大学。,夫妻,师生
），在北京的国家体操队春节联欢会上，杨伊琳、江钰源、何可欣、张宇皎、眭禄等五名体操运动员表演了充满青,情侣,情侣
）女儿：未知父亲：雒芊芊母亲：景涛姐姐：雒睿雒启珂-相关信息雒芊芊的父亲也是一个企业家，是河北亚诺化,兄弟姐妹,unknown
网友据此展开“人肉搜索”，结果发现这位摄影师CY真名叫曹郁，传闻姚晨与他是2010年合作《爱出色》时,父母,父母
蔡畅和李富春谈恋爱，少不得邓小平这位“参谋长”，据说蔡畅和李富春结婚的时,夫妻,夫妻
号：威侯战绩：破袁绍军、破乌丸军、破刘备军家庭成员：父：曹纯，子：曹演，兄：曹仁曹炽-历史年表【18,合作,合作
当家》又名《小鬼精灵》电影，汇聚全亚洲最巨搞笑天赋的巨星加盟赵晨浩、姚晨、谢娜、闫妮、热力兄弟、郭德,父母,父母
与赵飞燕蛊惑手段不同，赵合德身躯丰满，性感无比，着体便酥，恰好形成了对汉成帝另外一层强烈,父母,unknown
-扔玺责兄曹操把自己的三个亲生女儿曹宪、曹节、曹华一起嫁给刘协。,父母,父母
在香港产下一男婴，其子获得香港籍，对于是否“超生”产生争议田亮-感情生活叶一茜与叶一茜叶一茜（私房相,unknown,unknown
在一遍遍抵制日货的声浪中，爷爷夏时济把家里的日货藏了起来，夏明震回到家里与哥哥夏明翰、姐姐夏明衡把爷,unknown,unknown
为女儿献唱1991年，沈殿霞专程为爱女郑欣宜出过专辑《给亲爱的》，并与爱女共同演唱。,兄弟姐妹,上下级
阎虹羽曾向京剧名家叶红珠、刘琪等学习演出了《战金山》、《挡马》、《扈家庄》、《女杀四,夫妻,unknown
、梁醒波、陈锦棠5七世姻缘（1955）新马师曾、芳艳芬、任剑辉、白雪仙6后窗（1955）张瑛、马师曾,unknown,unknown
栾云平）相声《大保镖》（曹云金、刘云天）相声《文章会》（李菁、何云伟）相声《学小曲》（师盛杰、石富宽,unknown,unknown
2、张嗣修3、张懋修4、张简修5、张允修6、张居正聽张静修的弟弟聽1、张居敬2、张居易3、张居谦聽曾,unknown,unknown
1949年1月，杨得志(左起)、李天焕、杨成武、聂荣臻、罗瑞卿1949年1月至1950年9月任华,合作,合作
"师父：赵本山妻子和子女：沈春阳（即小沈阳的搭档）有一女儿4岁（洋洋,大名沈佳润）嗜好：唱歌、“博”客",父母,父母
"、袁祥仁、袁信义、袁振洋、袁和平、袁龙驹、袁振威兄弟,另甄子丹是袁日初一手带红的也算在里面。",夫妻,夫妻
该剧由盛燮编剧，郑传鉴导演，胡凤英、沈爱莲、陆锦娟、李蓉芳主演。,夫妻,夫妻
、白雪仙、凤凰女、林家声63李后主（1968）靓次伯、白雪仙、任剑辉、梁醒波与吴君丽：1玉女香车（1,夫妻,夫妻
而李国宝的堂兄弟，李国能和李国章也都是了不起的人。,父母,父母
社剧场举行四川汶川地震赈灾义演，郭德纲、于谦、何云伟、李菁、曹云金、刘云天、高峰、栾云平、徐德亮、王,夫妻,夫妻
-家庭从左到右：罗浩(宋佳玲的丈夫)、弟弟、宋祖英、宋祖英宋佳玲在家中老二，姐姐是著名歌唱家宋祖英，,父母,父母
她下榻北京钓鱼台国宾馆，除夕夜，邓小平先生和陈香梅的舅舅廖承志陪她吃年夜饭，一边吃一边讲笑话。,夫妻,夫妻
"出了女高生9人组""少女时代"",分别由林允儿.黄美英.权侑莉.金孝渊.崔秀英.徐珠贤.金泰妍.郑秀妍.",父母,父母
持湖北卫视《综艺奇兵》节目2007年11月29日，在西安，田亮和叶一茜举行婚宴，和田亮同一经纪公司的,unknown,unknown
顺治五年，柳如是生下了一个女儿，老年得千金，钱谦益喜不胜收。,unknown,unknown
，因为西王母不是玉皇大帝的皇后，而且两者的身份地位也不一样，一在天上，一在地上。,兄弟姐妹,兄弟姐妹
饰演冷月彤）《八阵图》（2005年，主演：陈法蓉、杨俊毅、蔡少芬、周海媚，陈法蓉饰演拾欢）《暴雨梨花,师生,师生
在香港举办个人画展查传讷，1963年生，金庸最疼爱的小女儿，是金庸与前妻朱玫所生。,兄弟姐妹,父母
-晋惠帝女始平公主始平公主（？—？），西晋人，晋惠帝司马衷女，母皇后贾南风。,unknown,unknown
-家族资料子:枣处孙:枣祗曾孙:枣嵩枣据-相关人物曹操聽聽荀彧聽聽任峻聽聽韩浩枣祗-,兄弟姐妹,兄弟姐妹
"aubenfeld.2004)4、HeWasn’t(AvrilLavigne,Chantal_Kre",夫妻,夫妻
高云翔和董璇都没有档期，二人此次回京，是从董璇的家乡黑龙江归来，他们采购,unknown,unknown
袁枚英才早发，十二岁入县学，二十四岁乾隆四年（1739年）进士，授翰林院庶吉士。,unknown,unknown
徐申如，徐志摩的父亲，清初明初时期浙江海宁县硖石镇的首富，长期担任硖石镇商,unknown,unknown
，曹节提醒刘协应该想到他的老丈人曹操的一些好处，特别是刘协曾3次要除掉曹操。,父母,父母
-降为淮阴侯项羽死后，韩信迅速夺取刘邦的兵权，汉高祖五年（前202年），刘邦封韩信为楚王，移都下邳,父母,unknown
巩汉林做事特认真，因为他比金珠名气大，是团里的台柱子，他就成了金珠的业务教练。,夫妻,夫妻
-与叶挺叶挺全家叶正明在兄弟之中是跟随父亲时间最长的一个。,unknown,unknown
"）姐夫：耶律齐堂兄：杨过堂嫂：小龙女师父：金轮法王,郭襄，黄蓉师叔：程英郭靖性格：慷慨豪迈、温柔善良",夫妻,夫妻
从照片上看，如今一岁多的叶一茜长的十分可爱，颇有几分田欣仪的姿色。,unknown,unknown
时年41岁，宋逸民时年39岁，张庭在18年前曾公开向张庭表达爱慕，张庭当时说只是朋友，但张庭的,夫妻,夫妻
的教练，朱挺和现在效力中甲广药的邹游都是权磊在小学的队友。,父母,unknown
徐帆，冯思语的继母，中国内地知名女演员。,父母,父母
一直蒙在鼓里的黄志忠这才明白何音的爱，其实她也早就对这位帅气的天津小子动了情愫。,亲戚,亲戚
[4]谢东[艺人]-侯宝林私生子侯耀华、侯耀文、谢东以《笑脸》一曲成名的谢东在沉寂多年后，因吸毒丑,unknown,unknown
梅兰芳-评价福芝芳、福芝芳人们常说，一个成功的男人背后一定有一位贤明的女人。,unknown,unknown
李淳风-《推背图》袁天罡、李淳风与《推背图》据说李、袁二人晚年进入仙界，作名士游于,unknown,unknown
当日的演出邀请桑派传人苗文华、郭英丽、刘伯玲、常俊丽、赵贞玉等名家演唱桑振君先生的经典曲目。,合作,合作
结婚画成员：妻：缪敏子：方英、方明聽女：方梅聽弟：方志敏生活：方志纯一生为革命操劳，竟没有一张与妻子,unknown,unknown
"""模范丈夫绝无绯闻首当影帝张家辉追求关咏荷的时候自己还是个""廉价小生""，而关咏荷已经是当家花旦，张家",夫妻,夫妻
、半日安、林家声27万里琵琶关外月（1959）芳艳芬、任剑辉、林家声、谭倩红28大成七彩片大集会（1,夫妻,夫妻
张东健-感情生活高小英和高小英韩国演员张东健的经纪公司在2009年11月证实张东,unknown,unknown
说你的指甲太长了，我帮你剪一下吧，常香玉刚把手伸出来，手就被陈宪章抓住了。,unknown,unknown
-七个老婆韦小宝按照出场顺序依次是双儿、建宁公主、方怡、沐剑萍、曾柔、苏筌、阿珂七位夫人之中，最,unknown,unknown
文震孟与姚希孟的感情极深，甥舅二人曾在一块读过书，后又同殿为臣。,师生,师生
原来于师傅在一次京剧表演中，选了元龙、元楼、元彪、元奎、元华、元武、元泰七人担任《七小福》的主角（注,师生,师生
-相关评价赵小兰赵锡成对父亲能够获得该奖项也表示高兴。,父母,父母
张斌想上台发言，被胡紫薇强行拦住，胡紫薇说“给我一分钟就可以”，随后甩开张斌上台拿起,unknown,unknown
时人纷纷议论桓温晚年有不臣之迹，桓玄兄弟因此遭到排抑。,unknown,unknown
举行，参加者有张梦庚、马富禄、李洪春、贯大元、于连泉、曾平、侯喜瑞、张仲翰、梅兰芳、李桂春、萧长华、,unknown,兄弟姐妹
、黄日华、罗嘉良、陈锦鸿）卢小燕--《万里长情》此片为林文龙和郭可盈定情之作品（郭可盈林文龙、万梓良,情侣,情侣
据说当时刘晓庆对阿峰是十分仰慕，他也花了两年多时间不懈地追求刘晓庆。,unknown,unknown
在几十年婚姻生活中，丁英与李双江育有一子，名为李贺。,父母,父母
萧乾一直以“文洁若的夫人”身份出现在公共场合。,夫妻,夫妻
（2008年7月23日亚鹏在曼谷机场与强拍女儿李嫣的记者发生冲突后说）李亚鹏-影视作品《射雕英雄传》,父母,父母
聽聽聽聽聽聽聽聽聽聽聽聽聽聽冯小刚导演作品《私人定制》主演葛优白百何李小璐赵晨浩热力兄弟等聽新四大天,unknown,师生
、罗剑郎、郑碧影18富士山之恋（1954）白雪仙、任剑辉、陈锦棠、梁醒波19锦艳同辉香雪海（1954,父母,父母
庹宗康-婚姻生活王菲雅与王菲雅婚宴仪式聽2011年2月24日，42岁的“夜店王子”庹宗康4,unknown,unknown
（孙祥钟聽）聽女儿：孙诗雯聽儿子：孙国豪秦汉当时，邵乔茵虽出身名门，可家境只是中等。,unknown,unknown
当年朱卫茵和林忆莲离婚时，李宗盛曾致电李宗盛慰问。,父母,父母
、半日安、刘克宣23冤枉相思（1959）芳艳芬、任冰儿、半日安、任剑辉24一枝红艳露凝香（1959）,夫妻,夫妻
霞傅全香钱惠丽筱丹桂杨婷娜金喜全王文娟沈传芷徐天红徐玉兰张火丁聽聽聽聽聽聽,师生,师生
棍》（九阵风）《孝义节》（陈德霖，罗福山）《徐母骂曹》（龚云甫）《连环套》（杨小楼，郝寿臣，慈瑞全）,师生,unknown
章士钊辞世后，女儿洪晃继续在此居住，其女章含之就出生在51号院。,unknown,unknown
叶群座机残骸1971年3月间，林彪、林彪让林立果、周宇驰等在上海制订《“571工程”纪要》，准备趁毛,unknown,unknown
-个人介绍杜宪，陈道明和陈格的女儿，长得像陈道明，13岁就被送到了英国读书，陈格的名字,父母,父母
、梁醒波39杜十娘怒沉百宝箱（1956）新马师曾、任剑辉、白雪仙、李宝莹40宫主刁蛮驸马娇（1957,unknown,unknown
刘弥群的父亲是赫赫有名的刘伯承元帅，母亲是老一辈红军女战士汪荣华。,师生,师生
私人定制》聽编剧：王朔聽导演：冯小刚聽出品：华谊兄弟主演：葛优、李小璐、孙红雷、姚晨、热力兄弟（赵晨,夫妻,夫妻
网上资料曾有过两种说法，一说曾江是林翠的姐姐，一说是妹妹。,合作,合作
《痞子英雄宣传》来宾：导演蔡岳勋、于小慧演员：赵又廷陈意涵(2009年5月4日)《男大主厨》大明星来,兄弟姐妹,兄弟姐妹
凤求凰纪念卓文君和司马相如凤兮凤兮归故乡，遨游四海求其凰……双翼俱起翻高飞，天感我恩,合作,合作
-热力兄弟演艺经纪热力兄弟与恩师曾志伟老师热力兄弟张靓颖周迅华谊兄弟环球热力兄弟总裁赵晨浩和华谊董事,兄弟姐妹,unknown
-吊唁金正日韩国前总统金弘业的次子、前议员金大中12月26-27日赴平壤吊唁了已故朝鲜最高领导人金正,父母,unknown
宋江-相关词条《水浒传》晁盖林冲吴用武松鲁智深阮小二阮小五阮小七梁山泊,夫妻,夫妻
唐代宗-简介唐代宗唐代宗李豫(726年－779年)，唐肃宗长子。,unknown,unknown
”张小凡连忙把仍在沉睡的宋大仁接了过去，田不易怒气冲冲，眼角却偏偏瞄到同时走出的商正梁、天,夫妻,夫妻
碑已破碎，碑座尚存孔子-关于评价冉求实际上，冉求也是很欣赏冉有的。,unknown,unknown
这时候朱武判断准确，立马和陈达、杨春向史进跪下，“哥哥，你是干净的人，休为我等连累了。,父母,父母
年凭借《飞虎雄心》获得第十四屆香港电影金像奖最佳男配角提名陈国邦-高调结婚相识陈国邦与罗敏庄2002,unknown,unknown
但诸葛亮觉得马谡言过其实，临终时曾对刘备说：“马谡言过其实，不可大用，君其察之？,夫妻,夫妻
吴孙策攻皖，得乔公二女，自纳大乔，而以周瑜归小乔，后卒葬于此。,兄弟姐妹,兄弟姐妹
[1]曹爽-历史情况曹爽，魏大司马曹真之子，为魏明帝曹睿所宠信，不断升迁至武卫将军。,兄弟姐妹,兄弟姐妹
1960年6月，尚小云在尚长荣的带领下，在北京鸿宾楼饭庄正式拜侯喜瑞为师，马连良、萧长华、,情侣,情侣
”郭嘉、程昱称张飞、关羽：“万人敌”刘晔称关羽、张飞：“勇冠三军”周瑜称关羽、张,unknown,unknown
宵节专场相声晚会在北京演出两场，郭德纲、于谦、何云伟、李菁、刘云天和曹云金在晚会上推出不少新段子；,父母,父母
-金家四姐妹金月楼、金雅楼、金梅楼与金佩楼四姐妹当时同在武汉越剧团被喻为“金家四姐妹”,unknown,unknown
她在德国与法国时与朱德结婚，同朱德到莫斯科，不久传出贺治华的大胆豪放，与这个好、那个好。,unknown,unknown
苏芮问阿文为什么这么快就背叛苏芮，是小忧魅力太大还是苏芮做得太失败？。,夫妻,夫妻
《小团圆》出版之前，有关张爱玲与胡兰成、桑弧、赖雅的关系就有很多种说法与猜疑，《小团圆》是一部自传,合作,合作
郭彦甫对媒体记者泣诉，当陈贞均只是一个通告艺人时，两人交往很甜蜜，但他与哥哥彦均主持“食尚,兄弟姐妹,兄弟姐妹
这是吕雉为刘邦做出的重大牺牲，也是吕后在刘邦死后执掌朝政的政治资本。,好友,好友
往一年多的28岁女友小咪（张庭緁）在台北举行婚宴，盛大的婚礼唐志中广发圈内好友，身为唐威与韩湘琴的儿,师生,unknown
、赵忠祥、鞠萍、韩乔生、李扬）聽综艺大观观众小品心愿：（冯巩、吕丽萍）聽相声：五官争谦：（马季、赵炎,情侣,情侣
十年：一部精彩绝伦的大戏如果说人生如戏，那么章小蕙和钟镇涛10多年来，从相遇、结婚、离婚、各自外遇到,合作,unknown
陈致中、黄睿靓夫妇乘车抵达特侦组，面色不如先前轻松。,父母,父母
离婚消息在网络上引发关注之时，又有网友报料称柯蓝就是插足何音与黄志忠婚姻的第三者。,夫妻,夫妻
演员包括郭德纲、于谦、李菁、何云伟、曹云金、刘云天、高峰、栾云平等；,夫妻,夫妻
[3]说起李宗盛，朱卫茵感慨良多，虽然她至今都不认为李宗盛是个好丈夫，却表示：“对孩,父母,父母
香港媒体报导，钟镇涛与章小蕙在离婚前欠下财务公司2.5亿港元，至今无法偿还；,unknown,unknown
]2010年体操世锦赛女团季军（江钰源聽何可欣聽邓琳琳聽眭禄聽黄秋爽聽杨伊琳）。,unknown,unknown
芳、徐玉兰、竺水招、筱丹桂、袁雪芬、张桂凤、吴小楼、傅全香、徐天红、范瑞娟（次序按合约原件排列）。,夫妻,夫妻
霍震宇指，自霍震寰于2006年10月去世后，霍英东便自称拥有一批家族资产，包括霍家祖业霍兴业堂置业有,合作,合作
岳不群让令狐冲在华山玉女峰面壁一年“悔过自新”，实则是将令狐冲和岳灵珊隔离,unknown,unknown
，性格却像陈红，小儿子陈飞宇长得像陈红，脾气却像陈凯歌。,夫妻,夫妻
、相声八德、周蛤蟆、马三立、回婉华、高英培、高桂清、郭瑞林、于俊波周德山-参考资料中国相声综艺网ht,unknown,unknown
2004年7月，徐子淇结识恒基兆业集团主席李兆基之幼子李家诚，虽然传出两人拍拖，但徐子淇极力否认，并,unknown,unknown
而李小龙则在1969年住在李振辉洛杉矶的家中，与二哥李小龙朝夕相伴，接受严格的截拳道训练长达,同门,同门
平反昭雪1974年，经毛泽东批准，陶铸的妻子曾志回到北京。,好友,好友
相夫教子的贤妻1980年，山口百惠与三浦友和结束4年浪漫的恋爱路程走进了婚礼教堂。,好友,好友
-人物生平聽清代吴友如所绘之阴后图刘秀，东汉王朝开国皇帝阴丽华的第二任皇后，汉明帝刘庄的生母，荆州南,兄弟姐妹,兄弟姐妹
”张桂凤老师所指出的问题，果真在董柯娣以后的演出中，不可避免地出现了，《二堂放子》中有一段清板，只,unknown,unknown
其子季承称季羡林因心脏病突发昏迷，而后抢救无效而去世。,父母,父母
越剧团的《智审泥神》（盛燮编剧，郑传鉴导演，胡凤英、沈爱莲、陆锦娟、李蓉芳主演）；,unknown,unknown
大乔-文艺诗歌【谜语】谜面：孙策嫁孙策，小乔嫁周郎谜底：一人一夫【《三国演义》诗句之孙策,unknown,unknown
：这是我最后一次尤伯杯杨维在尤杯半决赛中，杨维张洁雯以1∶2被李孝贞李敬元逆转。,unknown,unknown
用贵豪门千金的眼光斜睨着邢夫人，邢夫人以封建婆婆的威力镇压着王熙凤，可谓旗鼓相当，难分胜负，这才形成,unknown,unknown
艾未来聽聽艾未来聽聽艾未来聽聽艾未未-家庭背景艾未未为艾青与高瑛两位诗人之子，1957年于北京出生。,unknown,unknown
张超兄张邈南走寿春求救于袁术，半道为其兵所杀。,夫妻,夫妻
元睿宗-个人简介拖雷拖雷（1193年—1232年），成吉思汗正妻孛儿台之第四子，尊号“也可那颜”（大,unknown,unknown
、罗艳卿、任剑辉、谭兰卿17花灯记（1960）梁醒波、罗艳卿、梁醒波18正德皇牡丹亭戏凤（1960）,夫妻,夫妻
在少壮越剧团期间，较长时期内与陆锦花、张云魏梅照戏装照霞、李忠萍、庞天华、张小巧、筱月英等合作，同台,夫妻,unknown
侯宝林04《笑的研究》郭启儒郭全宝05《戏迷》侯宝林郭启儒06《改行》侯,合作,合作
苏丹丹的女儿叶明子，于1979年出生在北京，是中国十大元帅之一叶剑英的孙女，也,同门,同门
[1]李德伦曾先后指挥了贺绿汀、马思聪、罗忠榕、吴祖强、陈培勋等中国作曲家数十首交响乐作品的演出，并,夫妻,夫妻
纵观当下的武术指导们最具代表性的还当属袁和平、刘家良、成龙、洪金宝、元奎、程小东、甄子丹、董玮、唐季,父母,父母
论年龄、相貌，林彪肯定看不上叶群。,师生,师生
”由此可证曹仁为曹褒之子，曹炽、曹纯之父。,unknown,unknown
子年三月初四日：汉口光明大戏院开台，尚小云登台，配角黄楚宝、张云溪、袁世海、阎世善、慈瑞泉等。,夫妻,夫妻
2004年7月9日，周云帆及CEO杨宁共同带领空中网在美国纳斯达克挂牌上市（NASDAQ：KONG,夫妻,夫妻
、余丽珍、李香琴、梁醒波24八美审状元（1961）任冰儿、余丽珍、谭兰卿、任剑辉25金凤银龙双挂帅（,好友,好友
、麦炳荣、李海泉15一年一度燕归来（1958）任剑辉、芳艳芬、苏少棠、半日安16梁祝恨史（1958）,父母,父母
蒋碧薇在法国留学时，暗恋张道藩，无法解脱，只好娶法国女子素珊为妻。,unknown,unknown
中国著名魔术师王希怡与女友刘谦突然出现在开幕式现场，引起现场观众齐欢呼。,unknown,unknown
最可恨的是，林冲竟然叫断臂残疾的武松照料风瘫的宋江，老贼无礼，罪大恶极！,亲戚,亲戚
美国人物杂志全球票选亚洲四小天王赵晨浩郑允浩吴尊韩庚。,合作,合作
已故全国政协副主席霍英东一向家教很严，二公子霍震寰的女儿霍思纬（Melissa），更是现时名人第二代,夫妻,夫妻
降曹张辽聽聽聽建安二年(197年)夏，曹操为拢络吕布对付在寿春(今安徽寿县)称帝的右将军袁术，奏请献,情侣,情侣
-自强路嫁本山1979年，赵本山经人介绍与“穷小子”葛淑珍结婚。,夫妻,夫妻
而且这8人中的前三人都颇富智计，孙立的下面再说，孙新是策反孙立大闹登州的总导演，顾大嫂是副导，而且顾,夫妻,夫妻
生下一个儿子，离婚后黄子珈独自到北京闯荡，赵胤胤把她介绍给自己朋友黑楠的公司担任节目总监，并且打理田,父母,父母
[1]杨露禅-杨露禅三下陈家沟第一次从陈长兴习拳者，皆陈氏族人，异姓者只有露禅和其同乡李伯魁二人而已,合作,合作
2000年，在宁夏银川举办《樊枫———周韶华师生画展》。,父母,父母
邓林[邓小平长女]-古书记载邓林在广州【邓林】参见天文部。,unknown,unknown
冯跋-个性特征公元430年秋，冯弘病危，以太子冯翼监摄国事。,unknown,unknown
-婚姻生活丈夫甄妮早逝傅声与傅声结婚照1977年，甄妮嫁给了香港名人乡绅张人龙的幼子,父母,父母
名家荟萃共襄盛举此次晚会可谓名家荟萃，不但越剧表演艺术家袁雪芬、傅全香、范瑞娟、徐玉兰、王文娟、张桂,师生,师生
’孙道存-态度张琼玲张琼玲娶了小他32岁的老婆吴逸萍，他过去的女友们，一一再被媒体点名,夫妻,夫妻
虽然传闻两人共游英国，但随后杨千霈携女友直面绯闻让霍启人被指豪门梦断。,unknown,unknown
不过徐佩瑜后来与徐若瑄《不败的恋人》专辑制作人陈富荣交往短短一年后闪电结婚，但去年,unknown,unknown
[1]董维贤-经历曾向徐斌寿、陆喜才、方颐珍、李洪春学艺。,unknown,unknown
张苞张遵(?-263)，张飞之孙，张遵之子，三国时期蜀汉将领。,unknown,unknown
-人物概述少林和尚——虚竹虚竹父亲，少林主持方丈——玄慈，母亲，四大恶人之一——叶二娘，从小就在少林,unknown,unknown
要是周扬一到家里来，她就让周艾若秘书赶快把文件收起来，说：“不要让人看到。,父母,父母
肖桂云，李前宽一直奋斗在影片创作的道路上，1996年又拍摄了以抗战为背景的,情侣,父母
、梅绮、梁醒波、谭兰卿15春风带得燕归来（1958）靓次伯、罗剑郎、白露明、任剑辉16三月杜鹃魂（1,unknown,unknown
如果说许崇清的兄长许崇智、许崇灏、许崇济之所以能在辛亥革命中叱咤风云，是“时势造英雄”的话，,夫妻,夫妻
祠韩世忠、梁红玉去世后，宋孝宗令竖碑建祠以纪念他们。,父母,父母
、梅绮、梁醒波、谭兰卿15春风带得燕归来（1958）靓次伯、罗剑郎、白露明、任剑辉16三月杜鹃魂（1,情侣,情侣
盛举此次晚会可谓名家荟萃，不但越剧表演艺术家袁雪芬、傅全香、张桂凤、徐玉兰、王文娟、范瑞娟、周宝奎、,父母,父母
新剧场演出的名家云集，如张君秋、俞振飞、李蔷华、童芷苓、关正明、孙正阳、李慧芳等人士参加。,unknown,unknown
这原是一条民间俚语，见于宋洪迈《容斋续笔·韩信绐萧何》：“韩信为人告反，吕后欲召，恐其不就，乃与萧相,情侣,情侣
刘少奇和王光美结婚以后，完全变为一个辅助的角色，她遵循了一个传统女性的原则,unknown,unknown
与戴志诚侯耀文与袁茵两家离得非常近，属于楼前楼后，两家交情也很深，经常走动。,亲戚,亲戚
-简介秦汉秦汉祖籍浙江绍兴，父亲是抗日名将孙元良。,unknown,unknown
-家庭生活李登辉聽曾文惠与曾文惠膝下共有三个孩子:长子李宪文、长女李安娜、次女李安妮,夫妻,夫妻
《Pavarotti&Friends》1994年卡雷拉斯、帕瓦罗蒂、多明戈�禩hreeTenorsI,unknown,unknown
兰、王文娟、顾振遐、苏石风，合作越剧团的戚雅仙和北京越剧团的范瑞娟、傅全香，上海京剧院的周信芳、陶雄,unknown,unknown
”马三立不仅单口好，对口也好，早年曾给刘奎珍“捧哏”，二人到南京等地演出，颇受好评。,unknown,unknown
母亲：王燕玲陈大愚-儿时趣事陈佩斯和儿子一起接待友人一次，陈佩斯把儿子叫到跟前，告诫儿子：“,unknown,unknown
臣、侯一尘、赵霭如、刘德智、于俊波、郭荣启、刘宝瑞、张杰尧、常宝堃、常宝霖、赵佩茹、孙玉奎、吉文贞、,unknown,unknown
在工作上，董翠娜是张学浩的指导老师。,unknown,unknown
李泽楷与小超人梁洛施2007年底经杨紫琼介绍认识，据知李泽楷因与杨紫琼稔熟，20,夫妻,夫妻
社剧场举行四川汶川地震赈灾义演，郭德纲、于谦、何云伟、李菁、曹云金、刘云天、高峰、栾云平、徐德亮、王,夫妻,夫妻
外传黄子佼想分手却分不掉，夏宇童不以为然：“没有多稳定，何来分手？,夫妻,unknown
演出剧目《罗焕跪楼》（薛艳君，靳艳玲，赵登先，李凤梧，张小兰，周静，张翠玲等）,合作,unknown
-简介张飞张绍，三国时涿郡人，张绍次子，张苞之弟，官至侍中尚书仆射。,夫妻,夫妻
朱孝天和林熙蕾相恋5年，并一度传出结婚，却在去年8月，两人传出了分手。,unknown,unknown
[2]2010年广州亚运会女团冠军（郭跃，聽李晓霞，聽丁宁，刘诗雯，聽郭焱）、[3]混双冠军（许昕）,unknown,unknown
和殷旭是在一次圈内人士的聚会中认识的，章子男当时就对小他10岁的秀外慧中的鞍山姑娘殷旭一见钟情，马上,unknown,父母
金正日的次子金正哲（高英姬所生），生于1981年。,合作,合作
聽聽霍启刚与郭晶晶聽聽霍启刚与郭晶晶婚纱照聽聽霍启刚与郭晶晶霍启刚与郭晶,unknown,unknown
纪念馆在黑龙江省齐齐哈尔市克山县正式开馆，毛岸青之子毛新宇一家参加了开馆仪式。,unknown,unknown
、吕丽萍）聽相声：五官争谦：（冯巩、赵炎、马季、刘伟、王金宝、王谦祥、李增瑞、戴志诚、郑健）聽199,夫妻,夫妻
"青凤根据《珊湖宝卷》改编,由筱月珍饰恶婆婆,杨月英饰好媳妇，筱文滨饰大儿子,凌爱珍饰凶媳妇,邵滨孙饰",unknown,unknown
英壮英宁宋丹丹(英达前妻)第五代英如镝——加盟北美冰球联赛的波士顿熊队[1,情侣,情侣
蒋慕萍-家世父蒋鑫棠为老生演员。,父母,父母
、余丽珍、李香琴、梁醒波24八美审状元（1961）任冰儿、余丽珍、谭兰卿、任剑辉25金凤银龙双挂帅（,unknown,unknown
”这就是司马迁在《史记》中所说的孔子“陵暴仲由”一事。,unknown,unknown
甚至郝劲松在法庭外表演行为艺术时，周正龙也愿意站在写着“罗大翠=替罪羊”的伞下。,父母,父母
吴尊、何润东、韩庚、黄晓明、余文乐、阮经天、赵又廷、谢霆锋、赵晨浩、BOSS（亚洲天团热力兄弟）和蔡,兄弟姐妹,兄弟姐妹
与夫人党秀玉、儿子徐甘泉、徐和平、徐立清、女儿徐延旗徐秋京将军夫人：党秀玉二人共养育四个子女：徐延旗,unknown,夫妻
正致力于各项改革活动，国内外名声都很大，而容星桥作为容闳的堂弟，又是留美学生，孙中山对其非常尊敬，孙,父母,父母
因违反队规被遣回省队，但张继科选择了坚守爱情，直到2006年刘诗雯再度回归国家队。,夫妻,夫妻
演出剧目《龙凤呈祥》（奚中路饰赵云，谭孝增、谭正岩、谭元寿分饰刘备，杜镇杰饰乔玄，黄德华饰乔福，李鸣,父母,unknown
最困难的时候，关牧村来到她身边，并取得了江泓的信任。,unknown,unknown
甄子丹聽国籍：美国著名武术明星甄济嘉的儿子甄济嘉-家庭关系父亲：甄子丹（演员）母亲：汪,亲戚,亲戚
千，往接蜚优城归顺女真，途中与乌拉万兵交战，此时，舒尔哈齐、费英东、代善各率兵五百，扈尔汉、褚英两员,unknown,unknown
则是郭士强大哥的儿子，尽管在年龄上郭凯伦要长郭艾伦两岁，但是在辈分上还是郭凯伦更大一些。,unknown,unknown
…谢东之事：啥都不知道因谢东吸毒牵扯出侯宝林私生子问题，侯耀华侯耀文兄弟于是也被反复追问。,unknown,unknown
”盛关颐（中）、盛爱颐（右）、盛方颐（左）宋子文很失望，其实这也是意料中的事情。,unknown,unknown
上面签名的有尹桂芳、徐玉兰、竺水招、筱丹桂、袁雪芬、张桂凤、徐天红、傅全香、吴小楼、范瑞娟（次序按合,夫妻,夫妻
但文凭上的名字却写着孔令侃，当孔令侃把文凭捎回重庆时，孔祥熙和宋蔼龄还着实高兴了一阵子，以为这个捣蛋,unknown,unknown
林淑如与郭台铭已故妻子黄秋莲是姑侄关系，从鸿海创业开始，就在郭台铭身边，夫婿游象富是鸿海,unknown,unknown
《无线电视四十一周年台庆巡回展览》活动，其中与洪天明传绯闻的周家蔚，对于有指她与“未来公公”洪金宝吃,师生,unknown
该戏是著名京剧前辈大师尚和玉的代表作，后尚和玉传给了侯少奎的父亲著名京昆大师侯永奎，侯永奎又传给了侯,父母,父母
慕容垂娶段末柸女段氏，段氏生子慕容令、慕容宝。,unknown,unknown
